CHOYP_1433E.1.2|m.3638	23C-29C	0.20201735498334	P92177	1433E_DROME	1.95E-149
CHOYP_1433G.2.2|m.63450	23C-29C	-0.0136646753521461	P68252	1433G_BOVIN	8.00E-99
CHOYP_1433Z.1.1|m.17045	23C-29C	0.335394816499807	Q2F637	1433Z_BOMMO	6.22E-107
CHOYP_2AAA.1.1|m.13306	23C-29C	0.23501091241549	P54612	2AAA_PIG	0
CHOYP_4EBP1.1.1|m.12045	23C-29C	-1.1862494965682	Q13541	4EBP1_HUMAN	9.58E-34
CHOYP_A2M.2.3|m.54214	23C-29C	-0.509200080657486	P20742	PZP_HUMAN	0
CHOYP_A4.3.3|m.22262	23C-29C	-0.749915192464954	Q8IWZ8	SUGP1_HUMAN	4.25E-107
CHOYP_AAAD.2.4|m.28999	23C-29C	0.665713958804094	Q0P5B7	AAAD_BOVIN	4.61E-70
CHOYP_AACS.1.1|m.66267	23C-29C	-0.605920152483842	Q28BL6	AACS_XENTR	0
CHOYP_AADAT.1.1|m.12672	23C-29C	0.689727619844991	Q8N5Z0	AADAT_HUMAN	1.34E-164
CHOYP_AAEL_AAEL003539.1.1|m.16620	23C-29C	-0.544664401301691	Q8BHJ5	TBL1R_MOUSE	0
CHOYP_AAEL_AAEL005197.1.1|m.59507	23C-29C	-0.812897008921269	Q9HB90	RRAGC_HUMAN	2.41E-172
CHOYP_AAEL_AAEL005639.1.1|m.10386	23C-29C	-4.82102460514497	Q9BV94	EDEM2_HUMAN	0
CHOYP_AAEL_AAEL008069.1.2|m.58164	23C-29C	-0.190290101978057	P0C6B8	SVEP1_RAT	1.40E-38
CHOYP_AAEL_AAEL009169.1.1|m.24699	23C-29C	0.622532503803589	Q3TZZ7	ESYT2_MOUSE	0
CHOYP_AAEL_AAEL009387.1.1|m.66163	23C-29C	1.02184450352568	Q9NFT7	HXK2_DROME	1.43E-149
CHOYP_AAEL_AAEL011527.1.1|m.20909	23C-29C	0.241515366779671	Q99L45	IF2B_MOUSE	3.71E-110
CHOYP_AAEL_AAEL011742.1.1|m.27651	23C-29C	-0.538186807809154	Q9VPH7	ERF1_DROME	1.03E-54
